[0.99990213, -0.0021697993, 0.01382398, -0.82977122;
 0.0019868731, 0.9999103, 0.013229216, -0.1841487;
 -0.013851578, -0.013200685, 0.99981731, -1.2476803;
 0, 0, 0, 1]
[0.99995172, -0.0009986643, 0.0097942417, -0.80379033;
 0.00085379824, 0.99989033, 0.014788178, -0.19045492;
 -0.0098080654, -0.014779229, 0.99984282, -1.3069956;
 0, 0, 0, 1]
[0.99993682, 0.00014019731, 0.011256434, -0.79447526;
 -0.00035378925, 0.99981999, 0.018981224, -0.21507172;
 -0.011251788, -0.018984031, 0.99975663, -1.3690739;
 0, 0, 0, 1]
[0.99993002, -0.0010242211, 0.011793519, -0.76334244;
 0.00082500884, 0.99985707, 0.016882442, -0.23222479;
 -0.011809268, -0.016871519, 0.99978811, -1.3690839;
 0, 0, 0, 1]
[0.99988508, -0.0044461759, 0.014488686, -0.7524817;
 0.0042850655, 0.99992871, 0.011137972, -0.23111184;
 -0.014537336, -0.011074712, 0.99983341, -1.3847468;
 0, 0, 0, 1]
[0.99982119, -0.0048678275, 0.018283645, -0.7226842;
 0.0046508284, 0.99991864, 0.011890018, -0.20919257;
 -0.018340209, -0.011803058, 0.9997623, -1.2881513;
 0, 0, 0, 1]
[0.99989581, -0.0024459064, 0.01423605, -0.68433112;
 0.0022586994, 0.99991107, 0.01315498, -0.19055201;
 -0.014267006, -0.013121403, 0.99981207, -1.2200686;
 0, 0, 0, 1]
[0.99993032, -0.001078813, 0.011792359, -0.64663184;
 0.00091260718, 0.9999001, 0.014097134, -0.14379345;
 -0.011806256, -0.014085406, 0.99983126, -1.0644742;
 0, 0, 0, 1]
[0.99997091, -0.0016053802, 0.0074275075, -0.59925717;
 0.0015323282, 0.99995035, 0.0098295501, -0.15849279;
 -0.0074430294, -0.0098180752, 0.99992406, -0.93367881;
 0, 0, 0, 1]
[0.99996543, -0.00045847637, 0.0083027938, -0.29839167;
 0.000392246, 0.99996817, 0.0079742074, -0.61084908;
 -0.0083060842, -0.0079706339, 0.9999336, -0.70747352;
 0, 0, 0, 1]
[0.99999279, 0.0036765975, 0.00086392742, 0.98125041;
 -0.0036762953, 0.99999321, -0.00044202287, -1.5674703;
 -0.00086578145, 0.00043881318, 0.99999964, -0.79521501;
 0, 0, 0, 1]
[0.99988884, 0.011658059, -0.0092816791, 2.9061184;
 -0.01170833, 0.99991661, -0.0054057408, -2.5907567;
 0.0092178108, 0.0055136057, 0.99994242, -1.1548795;
 0, 0, 0, 1]
[0.99955678, 0.021423835, -0.020687155, 4.8536053;
 -0.021648886, 0.99970806, -0.010721101, -3.3982465;
 0.020451471, 0.011164188, 0.99972892, -1.5186621;
 0, 0, 0, 1]
[0.99926937, 0.028032335, -0.025986562, 6.3355484;
 -0.028308909, 0.99954599, -0.010340502, -3.9552104;
 0.025684627, 0.011068582, 0.99960923, -1.7325298;
 0, 0, 0, 1]
[0.99892765, 0.033063404, -0.032405425, 7.3308663;
 -0.033377625, 0.99940038, -0.0091996603, -4.2948613;
 0.03208169, 0.010271354, 0.9994325, -1.8101941;
 0, 0, 0, 1]
[0.99875295, 0.036083631, -0.034505915, 7.8730135;
 -0.036340714, 0.99931586, -0.0068522822, -4.4849477;
 0.034235083, 0.0080975378, 0.99938107, -1.9488697;
 0, 0, 0, 1]
[0.99876839, 0.037681013, -0.032277901, 8.0054455;
 -0.037763324, 0.9992851, -0.0019386868, -4.5226612;
 0.032181747, 0.0031553907, 0.99947697, -2.0369465;
 0, 0, 0, 1]
[0.99887979, 0.033686642, -0.033224512, 7.9492307;
 -0.034035556, 0.99937081, -0.0099895839, -4.4847965;
 0.032867141, 0.011109365, 0.99939775, -2.0768416;
 0, 0, 0, 1]
[0.99891794, 0.03329872, -0.032467853, 7.6745095;
 -0.033620421, 0.99939007, -0.0094183786, -4.4067488;
 0.032134302, 0.010499761, 0.99942857, -2.0590396;
 0, 0, 0, 1]
[0.99904937, 0.029201306, -0.032373495, 6.8417883;
 -0.029651385, 0.99946916, -0.013506766, -4.167407;
 0.031961683, 0.014453772, 0.999385, -2.0038462;
 0, 0, 0, 1]
[0.99961925, 0.019997783, -0.019008389, 4.6662745;
 -0.020193053, 0.99974477, -0.010146433, -3.3715835;
 0.018800657, 0.010526517, 0.99976778, -1.6454899;
 0, 0, 0, 1]
[0.99991941, 0.0078690769, -0.0099411728, 2.4817204;
 -0.0079843197, 0.99990016, -0.011619276, -2.567379;
 0.0098486161, 0.011697601, 0.99988294, -1.1995593;
 0, 0, 0, 1]
[0.99999654, 0.002547397, 0.00039323559, 0.63657475;
 -0.0025475377, 0.99999654, 0.00044858307, -1.2883323;
 -0.00039206617, -0.0004494288, 0.99999976, -0.62760067;
 0, 0, 0, 1]
[0.99998397, 0.00024719103, 0.0056439908, -0.72380418;
 -0.00033458701, 0.99988014, 0.015490968, -0.35044977;
 -0.0056394339, -0.015492452, 0.99986404, -0.33778748;
 0, 0, 0, 1]
[0.99985194, -0.007230246, 0.015584587, -1.5697732;
 0.0069728456, 0.99983954, 0.016506637, 0.21993837;
 -0.015701663, -0.016395481, 0.99974221, -0.24647032;
 0, 0, 0, 1]
[0.99983203, -0.0076550301, 0.016660836, -2.0288498;
 0.0073041636, 0.99975234, 0.021028467, 0.56372082;
 -0.016817911, -0.020903351, 0.9996407, -0.14726168;
 0, 0, 0, 1]
[0.99961001, -0.0091878846, 0.026373865, -2.1593249;
 0.0086149415, 0.9997263, 0.021751022, 0.72722501;
 -0.02656679, -0.021515431, 0.99941564, -0.119625;
 0, 0, 0, 1]
[0.99964905, -0.0086624101, 0.025020853, -2.1313033;
 0.0080818869, 0.9996978, 0.023212586, 0.76308924;
 -0.025214506, -0.023002138, 0.99941736, -0.15315923;
 0, 0, 0, 1]
[0.99973732, -0.0071521644, 0.02179746, -1.9876735;
 0.0066717616, 0.99973512, 0.022027388, 0.70721436;
 -0.021949288, -0.021876231, 0.99951982, -0.26625839;
 0, 0, 0, 1]
[0.99969208, -0.0071596783, 0.023766868, -1.7780036;
 0.0066945637, 0.99978584, 0.019589212, 0.60985458;
 -0.023901932, -0.01942393, 0.99952567, -0.36625308;
 0, 0, 0, 1]
[0.99983609, -0.0063069654, 0.016974723, -1.5344743;
 0.0060564335, 0.99987239, 0.01476795, 0.50601196;
 -0.017065804, -0.014662883, 0.99974674, -0.39828426;
 0, 0, 0, 1]
[0.99984884, -0.0042610066, 0.0168331, -1.2917325;
 0.0040026093, 0.99987388, 0.015349648, 0.42051408;
 -0.016896628, -0.015280155, 0.99974036, -0.42644551;
 0, 0, 0, 1]
[0.9999156, -0.0046558562, 0.012135807, -0.92525065;
 0.0045716465, 0.99996543, 0.0069521493, 0.19983312;
 -0.012167953, -0.0068961456, 0.99990255, -0.29535824;
 0, 0, 0, 1]
[0.99996161, -0.00097769941, 0.008725442, -0.054203156;
 0.00095635263, 0.99999648, 0.0024621936, -0.70641893;
 -0.0087279351, -0.0024537486, 0.99995911, -0.1695141;
 0, 0, 0, 1]
[0.9999727, 0.0066627734, -0.0031481169, 1.8064668;
 -0.0066659278, 0.99997717, -0.00097421365, -1.8246949;
 0.0031414565, 0.0009951184, 0.99999452, -0.48902783;
 0, 0, 0, 1]
[0.99977827, 0.01430032, -0.015462679, 3.9305875;
 -0.01447889, 0.99982917, -0.011486367, -2.8078191;
 0.015295747, 0.011707759, 0.99981421, -1.0328467;
 0, 0, 0, 1]
[0.99943161, 0.021544578, -0.025923619, 5.7862124;
 -0.021960344, 0.99963301, -0.015866995, -3.548533;
 0.025572348, 0.016427202, 0.99953836, -1.5184119;
 0, 0, 0, 1]
[0.99897879, 0.026464364, -0.036616255, 7.0667577;
 -0.027146295, 0.99946469, -0.018254364, -4.0796676;
 0.036113478, 0.019229809, 0.99916261, -1.8862189;
 0, 0, 0, 1]
[0.99880177, 0.031235097, -0.03766859, 7.8351278;
 -0.031963192, 0.99931002, -0.018889185, -4.400908;
 0.037052643, 0.020070588, 0.99911153, -2.2351711;
 0, 0, 0, 1]
[0.9986397, 0.033565264, -0.039891522, 8.2253962;
 -0.034112662, 0.99933207, -0.013115714, -4.5099573;
 0.039424431, 0.014458719, 0.99911785, -2.2445159;
 0, 0, 0, 1]
[0.99833655, 0.034185559, -0.046427321, 8.2861633;
 -0.034778725, 0.99932265, -0.012029925, -4.5581279;
 0.045984559, 0.01362445, 0.99884957, -2.3019977;
 0, 0, 0, 1]
[0.99867904, 0.030749597, -0.041160163, 8.2092791;
 -0.031377569, 0.99939954, -0.014704216, -4.5107512;
 0.040683232, 0.015976224, 0.99904448, -2.1946104;
 0, 0, 0, 1]
[0.99889314, 0.030329706, -0.035946641, 7.6889033;
 -0.030749451, 0.99946505, -0.011175951, -4.3349171;
 0.035588264, 0.012268888, 0.9992913, -2.1834745;
 0, 0, 0, 1]
[0.99945897, 0.022656359, -0.023825817, 5.8141627;
 -0.022932595, 0.99967182, -0.011388602, -3.66869;
 0.023559842, 0.01192879, 0.99965096, -1.7894897;
 0, 0, 0, 1]
[0.99992061, 0.011092007, -0.0060326275, 3.106607;
 -0.011139981, 0.99990648, -0.0079709198, -2.5542989;
 0.0059437146, 0.0080375243, 0.99995017, -1.0598083;
 0, 0, 0, 1]
[0.99997115, 0.0051456275, 0.0054910351, 1.1065825;
 -0.0052037369, 0.99992943, 0.010631291, -1.1204994;
 -0.0054359231, -0.010659402, 0.99992818, -0.17650825;
 0, 0, 0, 1]
[0.99988979, -0.001108031, 0.014766902, -0.30291501;
 0.00076165609, 0.99972445, 0.023449831, 0.0039603817;
 -0.014788864, -0.023435988, 0.99961579, 0.56055331;
 0, 0, 0, 1]
[0.9999072, -0.0036703846, 0.013107551, -1.190843;
 0.0033187463, 0.99963683, 0.026743056, 0.7038998;
 -0.013201043, -0.026696967, 0.99955648, 0.83535677;
 0, 0, 0, 1]
[0.99993593, -0.0031721024, 0.010845458, -1.7098507;
 0.0027907384, 0.99938351, 0.034992877, 1.0709355;
 -0.010949925, -0.034960479, 0.99932867, 0.8540203;
 0, 0, 0, 1]
[0.99992323, -0.0028167514, 0.012042097, -1.8769474;
 0.0023686492, 0.9993096, 0.037073907, 1.1771295;
 -0.012138537, -0.03704264, 0.9992404, 0.7868613;
 0, 0, 0, 1]
[0.99994212, -0.0025525757, 0.010447026, -1.9075596;
 0.002172064, 0.99933898, 0.036287982, 1.1586041;
 -0.010532755, -0.036262918, 0.99928689, 0.57046789;
 0, 0, 0, 1]
[0.99995917, -0.0021553549, 0.0087719401, -1.8053792;
 0.0018483683, 0.99939108, 0.034843888, 1.0551757;
 -0.008841875, -0.034826331, 0.99935418, 0.37687066;
 0, 0, 0, 1]
[0.99987227, -0.0039352775, 0.015496111, -1.606542;
 0.0033888821, 0.99937749, 0.035115536, 0.91833854;
 -0.015624763, -0.035058681, 0.99926311, 0.24998593;
 0, 0, 0, 1]
[0.99990553, -0.0010710217, 0.013702143, -1.3529052;
 0.00059514219, 0.99939835, 0.034676742, 0.78429896;
 -0.013731014, -0.034665212, 0.99930447, 0.15888286;
 0, 0, 0, 1]
[0.99991304, -0.00058473641, 0.013138222, -1.0122733;
 0.00017724722, 0.99951875, 0.031007664, 0.64577538;
 -0.01315035, -0.031002695, 0.9994331, 0.18549784;
 0, 0, 0, 1]
[0.99992609, 0.00072882255, 0.012122114, -0.68019801;
 -0.0010596538, 0.99962687, 0.027294347, 0.50152588;
 -0.01209793, -0.027305381, 0.99955398, 0.22610344;
 0, 0, 0, 1]
[0.99991405, 0.002377772, 0.012897434, 0.046374965;
 -0.0026853161, 0.99971092, 0.023885112, -0.38957477;
 -0.012836611, -0.023917569, 0.99963129, 0.23662752;
 0, 0, 0, 1]
[0.99996227, 0.0081964005, 0.0029436562, 1.9575992;
 -0.0082236556, 0.9999221, 0.0093973251, -1.5705448;
 -0.0028666439, -0.0094211064, 0.99995172, -0.2207868;
 0, 0, 0, 1]
[0.99976844, 0.018241167, -0.011405252, 4.2003055;
 -0.018188277, 0.99982375, 0.004718231, -2.6323071;
 0.011489238, -0.0045097023, 0.99992371, -0.67528439;
 0, 0, 0, 1]
[0.9993366, 0.025588484, -0.025912447, 6.0328512;
 -0.025679832, 0.99966496, -0.0031967664, -3.4139535;
 0.025822153, 0.0038601886, 0.99965876, -1.0835509;
 0, 0, 0, 1]
[0.9989866, 0.028895183, -0.034505304, 7.2157202;
 -0.029165063, 0.9995476, -0.007346502, -3.9362774;
 0.034277398, 0.008345549, 0.99937743, -1.4410797;
 0, 0, 0, 1]
[0.99854439, 0.032378029, -0.04313248, 7.9876776;
 -0.03291953, 0.99938738, -0.011909273, -4.2784753;
 0.042720363, 0.013311883, 0.99899846, -1.6745954;
 0, 0, 0, 1]
[0.99847567, 0.035637554, -0.042142656, 8.4113188;
 -0.036054906, 0.99930793, -0.0091761313, -4.4671454;
 0.041786078, 0.010681418, 0.99906963, -1.8098751;
 0, 0, 0, 1]
[0.99841201, 0.034441944, -0.044577632, 8.4805841;
 -0.03513328, 0.99927306, -0.014817173, -4.5274282;
 0.04403479, 0.016359882, 0.99889624, -1.9251473;
 0, 0, 0, 1]
[0.9985075, 0.033987116, -0.042746227, 8.407815;
 -0.034485929, 0.99934453, -0.010987668, -4.4876885;
 0.042344745, 0.012445391, 0.99902523, -1.9822301;
 0, 0, 0, 1]
[0.99861312, 0.032051343, -0.041757207, 8.2427139;
 -0.03237728, 0.99944985, -0.007154827, -4.3685293;
 0.041504644, 0.0084968135, 0.99910218, -1.9252367;
 0, 0, 0, 1]
[0.99894202, 0.027567441, -0.036805373, 7.2473855;
 -0.027946545, 0.99956143, -0.0098297838, -4.258553;
 0.036518224, 0.010848109, 0.99927396, -1.9145491;
 0, 0, 0, 1]
[0.99961853, 0.016502518, -0.022149311, 4.3561826;
 -0.016620751, 0.99984854, -0.0051633399, -3.3154557;
 0.022060735, 0.0055295047, 0.99974138, -1.4532276;
 0, 0, 0, 1]
[0.99992704, 0.0082090255, -0.0088272216, 1.9825335;
 -0.0081549454, 0.99994779, 0.00612874, -1.7097251;
 0.008876971, -0.0060562515, 0.99994254, -0.58961135;
 0, 0, 0, 1]
[0.9999944, 0.0004060457, 0.0033889876, 0.28225592;
 -0.00043772644, 0.99995643, 0.0093409168, -0.58641016;
 -0.0033854896, -0.0093423156, 0.99995077, -0.038187131;
 0, 0, 0, 1]
[0.99993533, -0.0058722645, 0.0097285174, -0.77140355;
 0.0057306122, 0.99987793, 0.014527444, 0.19956858;
 -0.0098128729, -0.014470708, 0.99984723, 0.32080403;
 0, 0, 0, 1]
[0.9998256, -0.0073722135, 0.017139753, -1.4057827;
 0.0070076734, 0.99975002, 0.021224106, 0.70249724;
 -0.017292038, -0.021100195, 0.99962753, 0.45356911;
 0, 0, 0, 1]
[0.99984962, -0.0071028844, 0.015832147, -1.7122781;
